age,balance,purchases,estimated_salary,country,id
39,140133.08,0,131304.45,France,15587394
30,0,1,172576.43,Spain,15654457
48,120568.41,1,190160.04,Germany,15658067
27,43658.33,0,3025.49,France,15642816
57,72092.95,1,113228.82,France,15665283
42,0,0,171099.22,France,15680421
35,181821.96,1,36923.67,France,15636592
23,0,0,198830.98,France,15724453
35,0,0,170483.9,France,15662571
31,0,0,29176.04,France,15727539
39,0,1,171060.01,France,15673877
48,141819.02,1,93550.53,Germany,15760865
56,156974.26,1,89405.26,France,15705009
49,113882.33,1,195813.81,Germany,15694765
42,0,0,121568.37,France,15649086
48,127253.98,1,92144.09,France,15650488
66,0,1,130784.2,France,15700263
41,126605.14,0,166694.93,Spain,15806922
29,123737.04,0,141558.04,Germany,15627185
38,0,0,1271.51,Spain,15610653
54,125889.3,1,96013.5,Germany,15710087
48,78314.63,1,103713.93,France,15679884
36,206329.65,1,46632.87,France,15784180
24,145081.73,0,130075.07,France,15588235
38,0,0,79928.41,France,15773394
43,147167.25,0,141679.73,Spain,15799924
48,57098.96,1,85644.06,France,15804853
39,115341.19,1,107674.3,Germany,15651627
42,0,0,51362.82,France,15570970
31,84102.11,0,116385.24,France,15679928
46,0,0,65998.26,France,15636590
36,102800.72,0,87352.43,Germany,15742607
33,161801.47,1,153288.97,Spain,15803750
42,102870.93,1,103764.55,France,15738889
37,151105.68,0,140934.57,France,15598838
49,180614.04,0,523,France,15696605
39,82255.51,0,109545.56,France,15732903
55,44582.07,1,67539.85,France,15569249
50,123936.54,0,23768.01,Germany,15721793
52,0,1,106340.66,France,15706232
39,0,0,110043.88,Spain,15785488
34,122196.99,0,182099.71,Germany,15748360
39,112290.22,1,49373.97,Germany,15770039
44,154409.74,1,49324.03,France,15622631
44,0,0,11467.38,France,15769451
29,125961.74,1,160303.08,Germany,15752801
39,49572.73,1,115287.99,France,15808175
50,87116.71,0,104382.11,Spain,15614962
47,0,1,166650.9,Spain,15640074
27,121325.84,1,164223.7,France,15776156
28,111167.7,0,149331.01,France,15739548
44,113063.83,1,53072.49,Germany,15715750
50,138340.06,0,3159.15,France,15571121
65,117325.54,1,155799.86,Germany,15638610
44,0,0,183617.32,Spain,15803378
50,78737.61,0,13018.96,Spain,15790254
25,182876.88,1,42537.59,Spain,15767729
50,130023.38,1,62989.82,Germany,15768600
28,0,0,823.96,France,15786237
54,167831.88,1,150159.95,France,15796813
45,151855.33,0,68794.15,Germany,15714087
51,0,1,75084.96,Spain,15711446
26,147527.03,0,51099.56,Germany,15618410
53,0,1,5408.74,France,15672432
48,83287.05,1,44147.95,Spain,15580914
41,0,0,149278.96,Spain,15583680
53,117438.17,1,74898.8,Germany,15767264
37,129965.18,0,19374.08,Germany,15678882
46,150836.92,1,64516.8,Germany,15789611
48,0,0,32301.88,France,15655658
26,0,0,4989.33,France,15738487
57,0,0,39297.48,Spain,15757467
39,154121.32,1,176614.86,France,15597709
32,0,0,42135.28,France,15681755
43,165048.5,1,16929.41,Germany,15815271
31,0,0,59650.42,France,15705918
71,170252.05,1,73679.59,France,15671769
32,0,0,1703.58,France,15594305
39,0,0,145355.11,France,15777994
54,111009.32,1,155905.79,Germany,15730793
37,134560.62,0,27596.39,France,15775750
25,132116.13,0,129933.5,France,15766906
51,115280.49,1,12628.61,Germany,15719940
56,151802.29,1,46791.09,Germany,15571415
54,150005.38,1,157015.5,France,15600975
53,106261.63,1,93629.66,Germany,15763108
40,0,0,96097.65,Spain,15723884
41,132670.53,1,156476.36,Germany,15644453
38,117314.92,1,122021.33,Germany,15783883
38,145874.35,1,56311.39,Spain,15787693
51,109978.83,1,177740.58,Germany,15642391
24,108881.73,0,104492.83,Spain,15668830
42,103362.14,1,186869.58,Germany,15815040
41,89015.61,0,135227.23,Spain,15590434
37,137794.18,0,75232.02,Spain,15594812
35,79585.96,0,198802.9,Germany,15801441
49,132623.76,1,36292.94,Germany,15788776
31,121461.87,1,20432.09,Spain,15765257
23,146584.19,0,125445.8,Spain,15603683
34,99441.21,0,4802.27,Germany,15697460
38,181110.13,0,184544.59,Spain,15690372
48,88441.64,1,119903.2,Spain,15694666
49,0,1,178709.98,France,15689781
66,135392.31,1,172852.06,Germany,15809837
39,152685.4,0,183656.12,Spain,15716082
63,131629.17,1,122109.58,Spain,15654859
55,108477.27,1,140003,Germany,15577515
30,0,0,50839.85,Spain,15598802
46,0,1,126511.94,France,15737998
45,120961.5,1,39288.11,Germany,15609070
65,129472.33,0,85179.48,Germany,15650313
55,109339.17,1,96405.88,Germany,15591010
59,55328.4,1,83342.73,France,15798895
23,72012.76,0,161333.13,Germany,15745375
34,94108.54,0,177235.21,Germany,15713983
28,105173.99,1,29835.37,Germany,15709252
33,0,0,85411.01,France,15587297
33,0,0,112928.74,France,15682540
39,120252.02,0,10160.23,Germany,15654625
30,0,0,24113.91,France,15632789
42,117280.23,1,41921.06,France,15621423
23,187861.18,0,104120.17,Germany,15762799
34,0,0,62868.33,France,15711742
44,128601.98,0,117031.2,France,15644400
35,0,0,59981.62,France,15586183
28,93577.3,0,51670.82,France,15593959
30,136650.89,1,41865.72,Germany,15664615
39,136258.06,0,89199.51,Spain,15585192
25,98141.57,0,52309.8,Germany,15596165
47,0,1,50695.93,France,15788131
25,190066.54,1,51345.39,France,15638989
55,149349.58,1,137519.92,Germany,15623210
41,147726.98,1,172749.4,France,15730287
54,89299.81,1,5558.47,France,15761554
40,0,0,121537.91,Spain,15706637
31,154586.92,1,88604.89,Germany,15729771
34,127095.14,0,479.54,Spain,15609823
24,0,1,35600.25,Spain,15566495
47,127286.04,1,166929.43,France,15707602
30,77949.69,0,121151.46,Germany,15799785
34,0,0,16250.61,Spain,15651460
62,0,1,129188.18,Spain,15594133
45,103741.14,1,47428.73,Germany,15772329
32,98877.95,0,132973.21,France,15591552
44,77526.66,1,57338.56,Spain,15701687
33,0,0,122625.68,France,15670029
40,110150.43,1,191757.65,Germany,15663194
57,0,1,66652.75,Spain,15736510
40,122265.24,0,138552.74,Germany,15730673
55,133295.98,1,22832.71,Spain,15734649
32,148326.09,1,191604.27,France,15632503
31,68927.57,0,25445,Germany,15585928
47,139914.6,1,129964.56,France,15648681
58,118723.11,1,6209.51,Germany,15747757
41,190238.93,0,57549.65,France,15571081
33,0,0,2739.71,Spain,15662189
60,168920.75,1,31445.03,Spain,15762716
27,172310.33,0,111448.92,Germany,15587266
34,118028.35,1,51226.32,Germany,15675926
74,121276.32,0,160348.31,France,15666166
35,133853.27,0,65361.66,France,15653147
55,0,0,118752.6,France,15611973
59,113657.83,1,116848.79,France,15735572
44,189318.16,1,45026.23,Spain,15567860
35,97585.32,0,57213.46,Spain,15706464
30,85755.86,0,145115.95,France,15672637
33,51690.89,1,111622.76,Spain,15611318
34,0,0,27244.35,Spain,15768474
37,155303.71,0,118716.63,Germany,15607988
45,123949.75,0,110881.56,Germany,15788224
58,125850.53,0,87008.17,Germany,15764444
53,150200.23,1,151317.27,Spain,15618703
41,0,1,138700.75,France,15740487
43,0,0,41263.69,France,15688264
36,0,1,92536,France,15686670
54,128966.13,1,18633.4,Germany,15811690
59,152581.06,1,71830.1,Germany,15734008
31,130089.56,0,4466.21,Germany,15778142
32,117094.02,1,149558.83,France,15721507
39,0,1,132741.13,France,15810723
42,194532.66,1,171045.31,Spain,15617065
56,169743.83,1,155850.4,Germany,15689786
42,138650.49,0,64746.07,Germany,15711635
28,0,0,151316.37,France,15801072
34,82909.14,1,91817.38,France,15646082
54,145151.4,1,125311.17,Germany,15796111
42,147187.84,1,14868.94,Spain,15670646
39,0,0,196112.45,France,15578722
54,108185.81,1,24093.4,Spain,15815095
28,0,0,167909.52,France,15720725
25,0,0,95215.73,Spain,15813363
38,0,0,6787.48,France,15809800
21,210433.08,1,197297.77,France,15736420
37,142987.46,0,158840.99,France,15683993
49,0,1,148087.88,France,15797767
54,0,0,84622.37,Spain,15591035
36,0,1,185580.89,France,15586479
34,164757.56,0,110748.88,France,15641733
36,153610.61,1,54083.8,Spain,15593178
36,169025.83,0,174235.06,Germany,15751137
34,114609.55,0,25339.29,Spain,15717700
38,116520.28,1,49833.5,Germany,15696287
23,166594.78,0,155823.2,France,15765093
41,92618.62,0,101178.85,Germany,15625311
25,141825.88,1,73857.94,Germany,15573077
39,130051.66,1,55356.39,Spain,15672912
41,0,0,131284.93,France,15589881
29,133681.78,0,153747.73,France,15808023
67,0,0,138350.74,Spain,15795079
45,138523.2,1,59604.45,Germany,15808386
56,90778.76,1,162223.67,Spain,15603565
47,99353.42,1,196549.85,Germany,15744044
40,111524.49,1,120373.84,Germany,15577771
35,117458.51,1,178361.48,Germany,15802071
56,94231.13,1,121164.6,Spain,15779492
39,0,0,141841.31,France,15694677
35,141005.47,0,60407.93,France,15742297
36,0,0,74760.32,France,15631693
36,0,0,5571.59,France,15592326
38,151766.71,0,180829.99,Germany,15765487
38,127201.58,1,147168.28,Germany,15625501
33,144962.74,1,58844.84,Germany,15640521
48,0,1,18094.96,France,15790630
32,100262.88,0,157921.25,Spain,15750055
31,160997.54,0,64831.36,Germany,15761047
37,128389.63,1,6589.16,Germany,15671293
50,130554.51,1,184758.17,Spain,15647898
57,90212,1,13911.27,Germany,15671534
47,142319.03,0,100183.05,Spain,15604130
29,0,0,180066.59,France,15605276
45,0,1,95273.73,France,15630592
36,129934.64,1,75664.56,Spain,15593834
44,0,0,62424.46,Spain,15636562
35,151958.19,1,131238.37,Germany,15702571
33,118400.91,1,13999.64,Germany,15748499
20,0,0,168152.76,Spain,15598614
43,116322.27,1,35640.12,Germany,15668889
30,143138.91,0,2955.46,Germany,15622083
37,108308.11,1,41788.25,Germany,15569682
26,0,0,54869.54,Spain,15627328
36,83947.12,0,81999.53,France,15573798
50,165438.26,1,120770.75,France,15799859
44,111095.58,0,100137.7,France,15737909
56,119963.45,1,158325.87,France,15646190
40,156111.08,0,190889.13,Spain,15812766
44,102016.38,1,178235.37,France,15784526
35,0,0,25448.31,France,15646563
56,0,1,84383.22,France,15785367
42,80380.24,0,119216.46,Germany,15687765
28,200724.96,1,82872.64,France,15776545
49,133231.48,0,67885.37,Germany,15608804
71,113317.1,1,108258.22,Germany,15790113
47,0,0,197528.62,France,15652289
32,0,1,136119.96,Spain,15697844
32,0,1,51972.92,Spain,15587038
44,131593.85,1,171345.02,Germany,15700300
44,119530.52,1,119056.68,Germany,15642001
54,118614.6,0,172601.62,Germany,15580366
50,153590.73,0,130910.78,France,15631267
64,113109.52,1,27980.8,France,15715907
40,93183.19,0,73882.49,France,15748649
58,151933.63,1,162960.05,France,15771409
26,118547.72,0,151192.18,Germany,15665087
41,0,1,56118.81,France,15729718
40,167181.01,0,185156.94,France,15620103
46,113226.47,0,56770.76,France,15646535
33,118114.28,0,156660.21,Spain,15706602
51,108449.23,1,88372.69,Germany,15592773
42,0,1,1262.83,France,15590234
37,0,0,30461.55,France,15735330
34,0,0,188135.69,France,15791326
62,137727.34,0,121102.9,Germany,15658504
44,106731.58,1,137419.87,Germany,15785705
76,126534.6,0,39789.62,Spain,15781574
30,87609.68,1,137674.55,Spain,15569917
49,0,1,65066.48,Spain,15757306
36,108960,1,111180.3,Spain,15642098
51,144953.31,0,165035.17,France,15675176
38,101487.18,1,75959.1,Germany,15759387
52,105355.81,1,123.07,France,15623369
36,77967.5,1,167066.95,Spain,15732943
44,0,1,117572.59,France,15750545
54,0,0,7166.71,Spain,15809909
32,175464.85,1,116442.42,France,15791944
52,79475.3,1,32421.32,France,15768342
37,167735.69,0,104665.79,Germany,15567919
27,0,0,107955.67,Spain,15666096
34,0,1,121457.88,France,15781975
39,0,0,99924.04,Spain,15595010
40,0,1,49594.19,France,15580579
33,0,0,54816.57,Spain,15600027
42,132796.04,1,191821.35,Germany,15568819
44,88902.21,0,73731.32,Germany,15583552
40,137456.28,0,14113.11,Germany,15794868
60,73937.02,1,161937.62,France,15613699
45,158621.04,1,120892.96,France,15609758
30,113257.2,0,65035.02,Spain,15762392
28,0,1,10899.63,Spain,15712483
60,101070.69,1,177355.8,France,15636454
31,0,0,13998.88,Spain,15598574
28,138668.18,0,54144.01,Spain,15599535
27,87262.4,0,182720.07,France,15749964
27,0,0,126838.7,France,15629133
69,0,0,131804.86,France,15587443
28,99986.98,0,196582.55,France,15624423
68,110357,1,141977.54,Germany,15591107
43,202443.47,0,72375.03,France,15620570
47,109493.62,1,188324.01,Germany,15727811
59,154110.99,1,101240.08,Germany,15673238
34,164011.48,0,199420.41,Germany,15572361
28,0,0,134110.93,France,15613673
31,0,0,63736.36,Spain,15665374
24,148197.15,0,182775.08,France,15569394
30,122924.75,1,62390.59,Spain,15788215
51,117808.74,0,67311.12,Germany,15575146
53,0,1,88479.02,Spain,15666297
36,0,0,79723.78,Spain,15665014
44,115163.38,1,97677.52,Germany,15701738
50,118098.62,1,100720.02,Germany,15650591
35,0,0,22499.29,France,15679622
61,133845.28,0,45180.8,Germany,15611794
39,0,1,160810.85,France,15615296
30,0,0,88146.86,France,15699294
33,127837.54,0,60013.17,France,15722535
31,161171.7,1,12599.94,France,15690169
25,0,0,23180.37,Spain,15665181
33,146193.6,1,55796.83,France,15633608
41,126773.43,0,55551.26,Spain,15808223
61,146622.35,1,41815.22,France,15776494
45,131038.14,1,74005.04,Germany,15592412
74,108891.7,0,10078.02,Germany,15807889
47,90450,1,103379.31,Germany,15629985
39,125997.22,1,128049.34,Germany,15679453
60,0,1,13614.01,France,15691513
31,144637.86,0,40496.72,Spain,15715184
29,86616.35,1,91903.9,France,15702801
34,0,0,117034.32,Spain,15796336
29,131240.61,1,163746.09,France,15647306
39,97819.36,0,120531.31,France,15675650
46,161450.03,1,96961,Germany,15763029
30,0,0,170307.43,France,15765048
62,43772.66,1,187756.24,France,15582129
32,100249.41,0,67599.69,France,15687540
60,108028.08,1,25980.42,France,15670898
68,0,0,59864.96,France,15700693
44,141252.18,1,128521.16,France,15673591
31,0,0,76456.17,France,15637857
35,128548.49,1,75478.95,France,15681007
42,145177.84,1,193471.74,Germany,15629273
31,94222.53,0,103570.8,Spain,15765846
58,143212.22,1,102628.56,Germany,15596013
41,143350.41,1,192070.16,Germany,15774936
41,130931.83,0,144808.37,France,15685640
30,137851.31,1,5008.23,France,15566563
51,0,1,38928.48,Spain,15725906
36,0,0,133465.57,France,15806822
35,119948.09,1,48217.97,Germany,15585287
38,0,1,134964.85,France,15781619
38,97266.1,0,92797.23,Spain,15775307
42,99056.22,1,154347.95,Spain,15692291
36,116338.68,0,155743.48,Spain,15606232
55,137592.31,1,116548.02,Germany,15806389
34,108760.27,1,166324.79,Germany,15641860
44,119657.53,1,145387.05,Germany,15751177
49,102025.32,1,133051.64,Germany,15748660
20,122446.61,0,86791.9,Spain,15726695
50,146710.76,1,16528.4,Germany,15614168
67,136709.35,1,66753.1,Germany,15679818
63,0,0,502.7,France,15685243
33,76692.22,0,30396.43,Germany,15677387
43,0,1,148330.97,France,15681332
64,69311.16,0,59237.72,France,15756299
76,128410.71,0,181718.73,Spain,15674671
40,0,0,62933.03,France,15613197
36,0,0,8282.22,France,15773949
52,107906.75,1,168886.39,Germany,15795759
54,128914.97,1,191746.23,France,15798844
59,122471.09,0,15807.07,Germany,15693893
55,127723.25,1,139469.11,Germany,15649033
43,145843.82,1,198402.37,Spain,15780989
24,142755.25,0,34231.48,Germany,15695280
63,81245.79,1,69643.31,Germany,15592751
42,132193.94,0,162865.52,Germany,15629128
40,0,0,147878.05,France,15576131
50,143829.2,1,181224.24,Germany,15761018
44,133444.97,0,5708.19,France,15761149
23,104753.84,1,56756.52,Germany,15802758
51,116574.84,1,4121.04,Germany,15647838
40,176914.8,0,12799.23,France,15581286
46,65269.23,1,189988.65,Spain,15664849
56,0,1,85547.33,France,15797165
42,0,0,19283.14,France,15780492
48,0,1,169425.3,Spain,15678497
47,124192.28,0,50881.51,Germany,15611756
46,111288.18,1,149170.25,Germany,15789563
36,103700.69,1,194072.56,Germany,15766288
38,0,0,9209.21,France,15667633
49,0,0,87711.61,France,15643908
68,112595.85,1,35865.44,Germany,15651581
39,119695.75,0,26136.13,Germany,15596379
47,0,1,33373.26,France,15746674
33,131647.01,0,79775.19,Germany,15598521
32,95377.13,0,187551.24,France,15716501
33,0,0,12483.56,Spain,15594436
29,78885.88,0,26927.69,Germany,15666453
45,95922.9,1,84782.42,Spain,15693771
46,110031.09,0,133995.59,Germany,15717736
45,0,1,196533.72,France,15757607
41,69974.66,1,188426.13,Spain,15793070
38,123711.73,1,171340.68,France,15760456
38,0,0,20940.76,France,15612418
45,121874.89,1,6865.41,Germany,15732061
36,188455.19,1,47031.4,France,15616530
31,79340.95,0,78255.86,France,15683657
31,0,0,5199.02,Spain,15707025
67,123276.69,1,86507.88,Germany,15718281
41,0,0,175611.5,Spain,15727857
54,0,1,45113.92,Spain,15653275
32,155619.36,0,166692.03,Spain,15783338
35,0,0,86383.82,France,15579287
61,0,1,31641.52,France,15570931
35,133161.95,0,122254.86,France,15652169
56,0,1,187734.49,Spain,15803538
33,0,0,111590.35,France,15610936
34,141173.03,0,98896.06,France,15684296
47,0,0,182247.77,France,15613337
54,92316.31,1,158590.66,Spain,15732644
30,122185.53,1,102566.46,Germany,15713426
38,123345.85,0,141827.83,France,15640789
40,102800.65,0,60811.56,France,15812365
22,0,0,28123.99,France,15617401
36,0,1,140754.19,France,15775886
29,98759.89,0,112202.64,Spain,15628008
42,0,1,178256.58,France,15661409
42,159024.71,1,100982.93,France,15774250
39,73493.17,1,109626.13,France,15681476
25,113736.27,0,196864.61,France,15592854
52,106723.28,1,109960.4,France,15617486
33,107868.14,0,146192.4,Germany,15622305
81,0,0,44827.47,France,15731569
37,0,0,163563.07,France,15772479
56,116251.24,1,42429.88,Germany,15623630
30,100954.88,0,134175.15,Germany,15695097
51,124620.01,1,92243.94,France,15645404
45,84692.5,0,67214.02,Spain,15712068
49,108204.52,1,169037.84,Germany,15652030
36,73194.99,0,89222.66,Germany,15806929
50,119655.77,1,12944.17,Germany,15722632
35,110837.73,0,126419.8,France,15659656
27,149400.27,0,167522.19,Spain,15627517
46,161798.53,0,182944.47,France,15678206
51,120124.35,0,168773.54,France,15699532
40,0,0,103898.59,France,15614137
21,151701.45,1,170138.68,Germany,15713440
22,112465.06,0,92977.75,France,15709639
28,132405.52,1,104889.2,Germany,15772482
36,102603.3,0,180693.61,Germany,15629002
57,105000.85,1,87412.24,Spain,15595426
45,0,0,164886.64,France,15645815
41,138937.35,1,101617.64,France,15791513
44,113581.98,0,1985.41,Germany,15587210
51,114514.71,1,177784.68,Germany,15787756
34,0,0,50759.8,France,15702715
41,0,0,134272.57,Spain,15759555
23,122478.51,1,147230.77,Germany,15616676
46,157866.77,0,18986.12,France,15669491
31,136789.14,1,59346.4,France,15665180
30,144684.03,0,31805.49,France,15743051
39,207034.96,1,157694.76,Spain,15769412
37,0,0,933.38,Spain,15775124
38,0,1,12905.89,Spain,15578141
34,0,0,102908.63,France,15755642
21,0,0,103901.35,Spain,15807221
36,0,0,186180.42,Spain,15627439
50,0,1,88566.9,Spain,15701439
37,82373.94,1,172526.9,France,15785352
23,0,1,19793.73,France,15717489
33,0,0,31728.35,Spain,15595713
31,103696.97,1,155221.05,France,15808868
56,74129.18,1,62199.78,Germany,15697801
34,0,0,24255.21,France,15770121
47,118087.68,1,88120.78,Germany,15686236
33,130367.87,1,15142.1,Germany,15736078
39,140094.59,1,172450.04,Spain,15776596
46,95439.4,1,21038.58,Germany,15812607
29,0,0,129192.55,Spain,15748882
49,137115.16,1,146516.86,Germany,15690829
29,98955.87,0,131712.51,Germany,15797710
48,108019.27,1,184524.65,France,15688849
51,126725.25,1,195259.31,Germany,15661473
58,156652.13,1,25899.21,France,15745250
36,0,1,3749,France,15590349
47,130747.1,0,143829.54,France,15668775
28,96679.71,0,49133.45,Germany,15736146
39,100116.67,1,199808.1,Germany,15815656
38,142557.11,0,172497.73,France,15663770
36,143644.16,1,22102.25,Germany,15584620
38,132129.72,0,76068.95,France,15750772
52,0,1,32159.46,France,15706557
68,183555.24,1,159557.28,France,15594391
40,156218.19,0,33607.72,France,15631217
43,93259.57,1,141035.65,Germany,15588955
51,107714.74,1,86128.21,Germany,15740223
31,117852.26,0,147668.64,France,15805413
60,0,1,177480.45,Spain,15635116
35,126803.34,0,161133.4,Germany,15655232
35,0,0,26389.92,France,15623966
43,94752.49,1,184006.36,Germany,15777901
34,0,1,582.59,Spain,15639117
31,132084.66,1,54474.48,France,15586236
45,0,0,121428.2,France,15676645
53,45472.28,1,41055.71,France,15603749
33,130229.71,1,54019.93,Germany,15733872
39,127415.85,1,184977.2,Germany,15602647
35,110067.71,1,127678.95,Germany,15623063
39,65521.2,0,1243.97,Spain,15682928
29,0,0,138880.24,Spain,15607485
38,0,0,99661.46,France,15757425
33,125789.69,1,66333.56,France,15603096
36,0,0,690.84,France,15572022
34,99325.04,0,186052.15,France,15775108
39,128264.03,1,61792.76,Germany,15814675
47,86006.21,0,37973.13,Spain,15572777
36,0,0,146652.11,Spain,15725772
25,147386.72,1,45482.04,Spain,15692106
42,93608.28,1,168816.73,Spain,15791533
71,119496.87,0,125848.88,Germany,15785576
25,152885.77,0,58214.79,Germany,15576990
48,122831.58,1,24533.89,Germany,15572050
38,99811.44,0,23531.5,Spain,15581370
33,0,0,4700.66,Spain,15599182
61,124737.96,1,90389.61,Germany,15641366
44,179356.28,1,2919.21,Spain,15588859
31,0,0,99086.74,Spain,15732293
40,148556.74,0,146056.29,France,15800811
42,112419.92,0,83022.92,France,15643378
50,0,1,183399.12,France,15605916
39,0,1,50560.45,France,15644179
59,190353.08,0,78365.75,Germany,15623314
36,114435.47,0,26955.72,France,15587712
30,115007.08,0,176858.5,France,15589312
36,133686.52,1,190958.48,Spain,15733888
47,0,1,121964.46,Spain,15577359
34,132352.69,0,80320.3,France,15570141
29,130181.47,0,31811.44,France,15636551
32,0,1,198055.94,France,15621004
61,80538.56,1,131305.37,France,15743236
41,109026.8,0,43117.1,Germany,15637717
42,177822.03,1,150944.31,France,15727177
59,110939.3,1,72846.58,Germany,15774358
50,0,0,94949.84,France,15804937
57,175575.95,1,99061.75,Spain,15804142
39,160132.75,0,32824.15,France,15632609
43,132217.45,1,20955.03,Germany,15670528
25,148042.97,0,52341.15,Spain,15732704
47,129289.98,1,169935.46,Germany,15677796
37,107592.89,0,153122.73,Spain,15636595
50,121438.58,1,176471.78,Germany,15708504
50,0,1,93332.64,France,15790455
32,68138.37,0,170309.19,Spain,15656330
29,117412.35,0,30338.94,Germany,15778049
56,0,0,169498.61,France,15734737
36,136492.92,1,26500.29,France,15746515
58,178713.98,0,21768.21,Spain,15768574
30,32197.64,0,141446.01,Germany,15627830
33,0,0,38550.4,France,15710111
40,140306.38,1,160618.61,Germany,15618562
42,74483.97,0,44273.91,Germany,15712608
53,0,1,156495.39,France,15636736
32,159904.79,0,148811.14,Germany,15705739
32,142188.2,0,128028.6,Spain,15775131
53,0,0,117939.17,Spain,15745716
39,152462.79,0,90305.97,France,15701741
34,92899.27,0,97465.89,France,15790744
41,106640.5,0,176945.96,Germany,15757015
34,0,0,195074.62,France,15704466
51,95560.04,1,72628.84,Germany,15605534
50,88379.81,1,64157.24,Germany,15792473
48,85915.52,0,23860.5,Germany,15802625
58,72309.3,1,85687.09,Germany,15766017
69,0,0,157097.09,France,15792868
58,0,1,80344.96,France,15605698
33,0,1,26080.54,France,15777060
36,154872.08,0,32044.64,France,15719898
42,107104.5,1,41304.44,Germany,15589698
47,71026.77,0,57962.41,France,15609977
53,0,0,130132.41,France,15592025
33,109341.87,0,75632.78,Germany,15602354
55,87485.67,0,3299.01,France,15803965
34,146679.77,0,102179.86,Spain,15687171
49,160133.88,0,88391.97,Germany,15814772
37,0,1,13935.53,France,15610343
33,122325.58,1,34712.34,Germany,15788480
25,128524.19,0,20682.46,Germany,15695197
49,132934.89,1,171056.65,Germany,15591698
43,150805.17,1,25333.03,Germany,15712813
28,165969.26,1,156122.13,Spain,15757759
36,124495.98,1,57904.22,Germany,15796230
39,141559.5,1,31257.1,Germany,15611729
49,155393.98,1,13308.2,Germany,15641413
32,0,1,132861.9,Spain,15753840
26,0,0,37697.29,Spain,15792004
40,79035.95,1,142783.98,Spain,15717286
22,0,1,168412.07,Spain,15577107
33,141918.09,0,184036.47,Germany,15754747
57,120043.13,1,132370.75,Germany,15677336
45,125191.69,1,128260.86,Spain,15684395
34,98675.74,1,138906.85,Germany,15637690
37,126817.13,1,29995.83,Germany,15632882
29,106059.4,1,187976.88,Germany,15661034
44,112755.34,0,158171.36,Germany,15811958
55,0,1,85890.75,Spain,15646720
39,72647.64,1,41777.9,France,15704657
37,96340.81,1,139377.24,Germany,15701319
55,0,1,73562.05,Spain,15745266
32,124450.36,0,165786.1,Germany,15650437
34,0,0,158816.03,France,15804150
53,0,1,77203.72,France,15806570
48,90044.32,1,187604.97,France,15755521
32,102128.27,1,63981.37,Germany,15641158
60,148846.39,1,192831.67,Germany,15752507
48,112070.86,1,173568.3,France,15655082
29,131354.39,1,9324.31,Germany,15720155
45,132746.2,1,26628.88,Germany,15582116
39,125211.55,0,144496.07,France,15632069
58,0,1,11779.98,Spain,15663134
36,139422.37,1,83983.39,Germany,15766683
47,157099.47,0,65481.86,Germany,15709232
36,81795.74,0,90106.94,Germany,15583736
22,99339,1,68297.61,France,15575147
32,99092.45,0,111149.98,Germany,15751771
29,0,0,93901.61,Spain,15743076
52,144772.69,1,98302.57,Spain,15756321
44,0,1,84972.9,Spain,15706799
26,71281.29,1,108747.12,France,15775703
40,3768.69,1,177065.24,France,15806771
36,108913.84,0,140460.01,Germany,15566735
47,121797.09,1,5811.9,France,15582519
41,122403.24,1,37439.9,Germany,15755330
43,145860.98,1,142763.51,France,15605072
40,0,0,45038.74,Spain,15617538
48,105086.74,1,180344.69,Germany,15692142
33,96769.04,0,36864.05,Spain,15781127
70,0,0,172240.27,France,15793641
49,93817.41,1,132468.76,France,15717191
46,0,1,177431.59,Spain,15601410
41,137891.35,1,142009.46,France,15684669
37,165252.52,0,85286.3,France,15730705
28,122034.4,1,146663.43,Germany,15658982
49,0,1,114539.67,Spain,15661162
34,71379.53,0,154000.99,France,15568164
40,171178.25,1,137980.58,France,15601569
27,87099.85,0,149550.95,Spain,15672983
51,0,1,171045.35,France,15612478
31,0,0,27731.05,France,15709621
58,128137.42,1,147635.33,Germany,15574830
51,0,0,61961.57,France,15603082
42,115915.53,1,125435.47,Germany,15685947
29,107000.49,0,153419.62,France,15597591
60,92887.06,1,39473.63,France,15601012
40,114940.67,1,194895.57,Germany,15567506
70,71816.74,1,105096.82,Germany,15794360
48,165282.42,1,153786.46,France,15585985
28,114731.76,0,79479.74,France,15804104
46,113909.69,1,92320.37,Germany,15727619
42,0,1,126353.13,France,15801436
43,0,0,135008.92,Spain,15705735
37,97324.91,0,23291.83,France,15584785
42,145155.37,1,72169.95,France,15743245
27,0,0,13221.25,Spain,15616833
40,150490.32,1,166468.21,France,15769353
39,170288.38,0,59601.15,Spain,15716420
34,0,0,12833.96,France,15783875
50,121159.65,1,4033.39,France,15677288
52,0,0,176913.42,Spain,15634606
54,144027.8,1,108731.02,Germany,15567778
34,0,0,175310.38,France,15711750
35,0,0,9541.15,Spain,15636353
30,0,1,164647.72,Spain,15663987
35,0,1,98621.04,France,15780805
43,85162.26,1,5104.08,Spain,15754940
43,143061.88,0,61937.6,France,15676576
40,106901.42,0,118045.98,Germany,15728709
30,108300.27,1,44384.57,Germany,15702601
46,52016.08,0,72993.65,France,15567725
46,0,0,22372.78,Spain,15806546
47,91219.29,1,158845.49,Germany,15709016
22,76318.64,0,194783.12,France,15749345
24,0,1,198826.03,France,15699095
41,150148.51,0,6936.27,Spain,15575445
28,71097.23,0,130504.49,Germany,15599386
