Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
M,65,5013.23,High,Pensioner,,Semi-Urban,184997.11,1035.51,N,Y,2,860.67,0,,472,5013.23,3,Rural,1,317254.23,129497.98
F,19,2504.04,Low,Commercial associate,Core staff,Semi-Urban,174102.59,690.94,Y,Y,3,773.39,1,,240,2504.04,2,Rural,1,293248.01,130576.94
F,41,3877.26,Low,Working,Drivers,Semi-Urban,256393.63,880.53,Y,Y,2,715.52,1,Active,304,3877.26,3,Rural,0,398703.99,0
M,18,8839.5,Low,Commercial associate,,Urban,125006.28,420.39,N,Y,2,853.6,0,Unpossessed,73,8839.5,2,Semi-Urban,1,160642.07,93754.71
F,29,1649.53,Low,Working,Private service staff,Rural,58648.31,334.08,N,N,2,724.98,0,Unpossessed,994,1649.53,2,Urban,1,106156.25,38121.4
F,18,950.85,Low,Working,Waiters/barmen staff,Semi-Urban,25531.54,138.01,N,N,1,615.16,1,Unpossessed,246,950.85,3,Semi-Urban,1,41735.3,0
M,47,,Low,Working,Core staff,Semi-Urban,29144.52,198.09,N,N,1,794.61,0,Unpossessed,238,,2,Semi-Urban,1,50532.15,21858.39
M,31,1180.05,Low,Working,Sales staff,Semi-Urban,70506.58,728.08,Y,Y,2,613.85,0,Active,626,1180.05,2,Rural,0,131601.25,0
M,21,1637.95,Low,Working,Drivers,Semi-Urban,38245.37,211,N,N,2,,1,Inactive,553,1637.95,1,Semi-Urban,1,58004.19,0
F,37,1608.43,Low,Working,Cooking staff,Rural,40285.27,328.06,Y,Y,4,719.63,0,Unpossessed,572,1608.43,1,Urban,1,44598.68,28199.69
M,25,,Low,Working,Core staff,Semi-Urban,16313.09,167.66,N,Y,4,740.23,0,Unpossessed,643,,4,Rural,1,21029.12,11419.16
F,30,2318.92,Low,Commercial associate,Sales staff,Semi-Urban,29569.08,142.79,N,Y,1,674.19,1,Active,866,2318.92,2,Urban,1,38361.39,19219.9
M,53,3664.28,Low,Working,Laborers,Urban,182017.8,701.13,Y,N,4,742.68,0,Unpossessed,791,3664.28,1,Rural,1,312345.44,118311.57
M,18,4896.42,,Commercial associate,Laborers,Urban,105735.89,529.99,N,Y,2,,1,Active,163,4896.42,3,Semi-Urban,1,199929.29,74015.12
M,33,,Low,Working,Laborers,Semi-Urban,83927.81,462.13,N,N,3,621.26,0,Inactive,193,,1,Urban,1,121531,0
M,34,931.38,Low,Working,Security staff,Rural,44990.13,224.16,Y,Y,2,828.96,1,Inactive,628,931.38,4,Semi-Urban,1,78766.7,33742.6
M,52,1914.52,Low,Working,Low-skill Laborers,Rural,180514.19,510.84,N,N,3,583.96,0,Active,562,1914.52,3,Semi-Urban,1,247520.67,0
M,21,,Low,Commercial associate,High skill tech staff,Semi-Urban,229484.5,712.56,N,Y,,,0,Inactive,225,,2,Rural,1,346376.53,160639.15
M,18,,,Working,Core staff,Semi-Urban,102041.53,739.98,Y,Y,4,677.23,0,Inactive,349,,3,Urban,1,181662.97,71429.07
F,20,1130.54,Low,Commercial associate,Secretaries,Semi-Urban,25230,120.98,N,Y,1,680.89,0,,406,1130.54,2,Rural,0,45188.35,0
M,65,2404.74,High,Pensioner,,Semi-Urban,71222.89,346.55,N,Y,2,,0,Active,499,2404.74,4,Urban,1,82685.32,49856.02
M,19,,Low,Working,,Semi-Urban,70261.33,368.31,Y,Y,1,672.88,0,Unpossessed,260,,2,Semi-Urban,1,87396.24,49182.93
M,30,3713.63,Low,Working,Laborers,Semi-Urban,47289.82,232.68,N,Y,3,746.66,0,Active,64,3713.63,3,Urban,1,76787.72,33102.87
M,65,3202.52,High,Pensioner,,Rural,133416.64,667.26,N,Y,1,,0,Unpossessed,208,3202.52,1,Urban,1,226653.83,100062.48
M,38,,Low,Working,Laborers,Rural,24238.97,208.94,N,Y,1,635.15,0,Active,383,,4,Semi-Urban,0,32952.02,0
F,45,1612.95,Low,Working,Laborers,Semi-Urban,63648.73,426.92,N,N,2,638.72,1,Inactive,423,1612.95,3,Urban,0,119230.24,0
F,65,891.17,High,Pensioner,,Semi-Urban,20426.28,148.87,N,Y,2,832.84,0,Active,600,891.17,4,Semi-Urban,1,27977.24,15319.71
F,18,3691.56,Low,Commercial associate,,Rural,219529.06,814.54,Y,N,2,712.84,0,Active,383,3691.56,4,Semi-Urban,0,361213.44,0
F,33,2268.6,Low,Working,Sales staff,Semi-Urban,46258.03,522.37,Y,Y,2,649.75,0,Active,803,2268.6,1,Rural,1,72774.49,0
M,53,1575.52,Low,Working,Accountants,Urban,40863.62,210.37,N,N,3,807.36,0,Active,424,1575.52,1,Semi-Urban,1,59774.56,28604.53
M,62,850.7,High,Pensioner,,Semi-Urban,77537.71,316.65,N,N,2,824.75,0,Active,570,850.7,1,Urban,0,102853.95,0
F,65,1260.64,High,Pensioner,,Semi-Urban,36485.77,222.54,N,Y,1,601.62,0,Inactive,719,1260.64,4,Rural,1,52151.56,0
M,62,3325.63,Low,Working,Laborers,Rural,245874.81,681.07,N,Y,2,680.62,0,Active,430,3325.63,4,Rural,1,359930.57,159818.63
F,60,2702.53,High,Pensioner,,Semi-Urban,66032.12,210.84,N,N,2,841.38,0,Active,869,2702.53,2,Urban,1,124753.58,52825.7
M,65,1968.31,High,Pensioner,,Semi-Urban,88703.53,419.47,N,Y,2,840.62,0,Inactive,410,1968.31,2,Semi-Urban,1,119664.39,0
F,65,2258.25,,Pensioner,,Urban,174394.17,1588.7,N,N,1,886.63,0,Inactive,693,2258.25,1,,1,258929.19,130795.63
F,22,2501.46,Low,Working,Managers,Semi-Urban,181790.19,678.59,N,Y,2,831.99,0,Active,286,2501.46,2,Urban,1,322588.64,145432.15
M,41,1387.12,,Working,Sales staff,Semi-Urban,37142.23,192.96,Y,N,3,,0,Inactive,230,1387.12,1,Rural,1,70119.33,0
M,28,1218.55,Low,Working,Core staff,Semi-Urban,33981.23,164.07,N,N,1,693.93,0,,412,1218.55,3,Urban,1,56226.6,23786.86
F,60,1638.92,Low,Working,High skill tech staff,Semi-Urban,48341.85,257.19,Y,Y,2,835.03,0,Inactive,564,1638.92,4,Urban,1,69873.29,36256.39
F,52,1018.78,Low,Commercial associate,High skill tech staff,Semi-Urban,39927.24,251.98,N,Y,2,839.2,0,Unpossessed,168,1018.78,3,Rural,1,67330.58,29945.43
F,38,1376.96,Low,Working,Core staff,Semi-Urban,48098.26,229.87,N,N,2,,1,Active,715,1376.96,4,Semi-Urban,1,58698.18,31263.87
F,43,1540.64,Low,Commercial associate,,Rural,116894.83,403.03,N,N,3,756.7,0,Inactive,320,1540.64,3,Urban,1,194230.42,0
F,63,,Low,Working,Drivers,Rural,20882.58,162.35,N,Y,1,786.4,0,Unpossessed,182,,2,Semi-Urban,1,29706.94,15661.94
M,20,3459.26,Low,Working,Laborers,Semi-Urban,112886.52,371.98,N,Y,4,841.86,0,Unpossessed,340,3459.26,4,Semi-Urban,0,151036.19,0
M,18,970.46,Low,State servant,Secretaries,Semi-Urban,33095.92,252.14,N,Y,1,687.01,0,Active,446,970.46,4,Semi-Urban,1,46975.15,23167.14
M,23,1836.74,Low,Commercial associate,High skill tech staff,Semi-Urban,70667.2,606.96,N,Y,1,,1,Unpossessed,479,1836.74,4,Semi-Urban,1,113509.67,45933.68
M,64,970.74,High,Pensioner,,Semi-Urban,48960.1,246.3,N,Y,1,797.08,0,Inactive,360,970.74,3,Rural,1,81490.16,39168.08
M,34,1407.31,,Working,Secretaries,Semi-Urban,110109.11,385.28,N,N,1,,1,Unpossessed,201,1407.31,1,Urban,1,157922.36,71570.92
M,22,1867.9,Low,State servant,Laborers,Semi-Urban,70121.28,494.64,N,Y,3,739.93,0,Inactive,120,1867.9,1,Urban,1,110871.28,45578.83
M,30,1251.25,Low,Working,Cooking staff,Semi-Urban,101585.22,384.02,N,N,2,720.1,0,Inactive,96,1251.25,2,Rural,1,188331.12,71109.65
M,65,1684.8,,Pensioner,,Semi-Urban,75433.66,337.97,N,Y,2,743.05,1,Unpossessed,787,1684.8,2,Semi-Urban,1,135625.7,52803.56
M,40,1994.25,Low,Working,Core staff,Semi-Urban,91443.85,452.84,N,N,2,674.05,0,Active,644,1994.25,3,Semi-Urban,1,123050.25,64010.7
M,18,4970.26,Low,Working,Core staff,Rural,197599.8,568.07,Y,Y,3,814.87,0,Active,415,4970.26,4,Rural,1,237606.91,0
F,21,,Low,Commercial associate,Laborers,Urban,48418.43,364.66,Y,Y,3,742.92,0,Unpossessed,204,,3,Rural,1,59066.38,33892.9
F,27,1712.42,Low,Working,Sales staff,Semi-Urban,115901.3,498.72,N,N,4,743.5,0,Active,620,1712.42,4,Rural,1,207629.52,81130.91
F,53,4623.85,Low,Commercial associate,,Semi-Urban,34435.52,360.54,N,Y,3,692.54,0,Unpossessed,979,4623.85,2,Semi-Urban,1,38532.38,24104.86
F,41,4030.07,Low,State servant,Medicine staff,Rural,98384.18,475.9,N,Y,2,764.12,1,,675,4030.07,2,Urban,1,110367.76,73788.13
F,62,1598.67,Low,Working,,Rural,82771.51,288.27,N,N,2,635.11,0,Unpossessed,432,1598.67,2,Semi-Urban,0,103729.79,0
F,20,1924.03,Low,Working,Laborers,Semi-Urban,26078.76,316.37,N,Y,1,746,0,Active,198,1924.03,3,Rural,1,28987.06,18255.13
M,25,1036.98,Low,Working,Sales staff,Semi-Urban,10452.03,82.31,N,Y,3,718.87,0,Inactive,992,1036.98,3,Urban,1,18365.45,6793.82
M,65,2036.07,High,Pensioner,,Semi-Urban,239938.38,578.58,Y,Y,,833.82,0,Unpossessed,117,2036.07,3,Semi-Urban,1,285724.64,179953.78
F,24,2460.77,Low,Working,Drivers,Semi-Urban,14346.21,155.06,Y,N,4,655.76,0,Inactive,247,2460.77,2,Rural,1,16777.44,10042.35
M,65,1597.68,High,Pensioner,,Semi-Urban,43078.88,458.47,N,Y,2,775.22,0,Active,258,1597.68,1,Semi-Urban,0,59367.29,32309.16
F,50,1334.77,Low,Working,Drivers,Rural,92009.62,490.74,N,N,,693.18,0,Active,894,1334.77,4,Semi-Urban,1,109170.04,64406.73
M,43,1594.39,Low,Working,Sales staff,Semi-Urban,20737.88,101.63,Y,Y,,803.34,0,Unpossessed,794,1594.39,1,Rural,1,38937.97,15553.41
F,65,,High,Pensioner,,Semi-Urban,104003.86,784.08,Y,Y,,800.68,0,Active,839,,2,Rural,1,179722.76,72802.7
M,18,2173.47,,Working,Laborers,Semi-Urban,201138.88,810.79,Y,N,1,704.93,0,Active,842,2173.47,4,Rural,1,380366.22,140797.22
M,41,,Low,Working,Laborers,Semi-Urban,88754.39,360.22,Y,N,2,666.08,1,Inactive,81,,2,Rural,1,108897.66,62128.07
M,51,2212.86,Low,State servant,Core staff,Rural,24507.56,125.58,N,N,2,702.54,0,Inactive,766,2212.86,3,Semi-Urban,1,36021.13,15929.91
F,51,,Low,State servant,Laborers,Semi-Urban,115316.14,371.57,N,N,3,838.61,1,Inactive,769,,2,Urban,1,179510.98,92252.91
M,33,3425.86,Low,Working,Laborers,Rural,135916.81,568.69,N,N,2,614.03,0,Inactive,185,3425.86,1,Urban,0,157479.6,0
F,63,3896.04,High,Pensioner,,Urban,103910.74,518.99,N,N,2,827.95,0,,272,3896.04,2,Urban,1,121780.05,77933.06
M,18,2286.86,Low,Working,Laborers,Semi-Urban,18181.13,202.51,N,Y,1,792.18,1,Active,962,2286.86,4,Semi-Urban,1,32909.29,0
M,65,1516.34,High,Pensioner,,Semi-Urban,81286.38,497.29,N,N,2,,1,Inactive,961,1516.34,2,Urban,1,120386.2,60964.78
F,31,1967.25,Low,State servant,Core staff,Semi-Urban,62443.63,456.51,Y,Y,2,765.62,0,Unpossessed,704,1967.25,4,Rural,1,102711,46832.72
M,60,3321.71,High,Pensioner,,Semi-Urban,51394.27,251.93,N,Y,,817.44,0,Active,695,3321.71,1,Urban,0,65799.35,38545.7
F,58,1856.35,Low,Working,Laborers,Semi-Urban,81341.16,436.72,N,Y,2,725.34,0,Active,5,1856.35,1,Semi-Urban,0,118111.57,0
F,57,3877.44,Low,State servant,Core staff,Semi-Urban,103586.37,866.85,N,Y,2,783.21,0,Inactive,297,3877.44,2,Semi-Urban,1,153582.78,82869.1
M,51,2814.79,Low,Working,Drivers,Semi-Urban,55492.91,491.05,N,Y,2,663.78,0,Active,567,2814.79,3,Rural,1,103428.79,36070.39
M,61,3734.43,Low,Commercial associate,,Semi-Urban,41355.46,435.52,N,Y,2,886.61,0,Unpossessed,680,3734.43,1,Semi-Urban,1,57490.07,33084.37
M,41,8185.13,Low,Commercial associate,Managers,Semi-Urban,233818.17,618.34,N,Y,2,844.66,0,Active,520,8185.13,2,Semi-Urban,0,443139.12,0
F,43,3464.62,Low,Working,Sales staff,Semi-Urban,30723.86,399.43,N,N,,644.53,1,Active,585,3464.62,1,Urban,1,41774.12,0
M,29,2663.44,Low,Working,Drivers,Rural,80673.05,682.42,Y,Y,2,689.87,0,Unpossessed,634,2663.44,2,Rural,1,121222.5,56471.14
M,43,1822.99,Low,Working,,Semi-Urban,76521.95,326.34,Y,Y,3,835.91,0,Active,569,1822.99,3,Rural,1,86390.72,53565.36
F,22,,,Working,Laborers,Semi-Urban,41777.6,191.59,N,Y,2,659.67,0,Active,668,,1,Rural,1,76265.94,29244.32
M,18,2416.86,Low,State servant,Core staff,Semi-Urban,25765.72,140.02,N,Y,1,652.41,0,Active,325,2416.86,2,Rural,1,32423.71,16747.72
M,61,1041.26,High,Pensioner,,Semi-Urban,116208.29,337.64,Y,Y,2,756.32,1,Unpossessed,657,1041.26,3,Semi-Urban,1,141761.53,87156.22
M,63,3097.01,High,Pensioner,,Semi-Urban,199363.46,883.67,N,N,1,836.42,0,Unpossessed,763,3097.01,1,Rural,0,291143.41,0
F,33,3036.73,Low,Commercial associate,Core staff,Urban,74882.03,491.6,Y,N,5,733.62,0,Active,577,3036.73,3,Semi-Urban,1,95360.51,48673.32
F,61,3210.58,Low,Working,High skill tech staff,Semi-Urban,122422.45,423.17,N,Y,4,722.21,0,Inactive,773,3210.58,3,Urban,1,225699.62,0
F,65,2262.84,High,Pensioner,,Semi-Urban,148162.12,491.21,N,Y,2,866.09,0,Unpossessed,393,2262.84,2,Semi-Urban,0,220491.87,118529.7
F,42,3093.2,Low,Working,Sales staff,Semi-Urban,121546.66,538.17,N,Y,2,684.01,0,Active,637,3093.2,4,Semi-Urban,0,198056.04,0
M,18,4387.49,Low,Commercial associate,Sales staff,Urban,117839.73,649.59,Y,Y,4,857.57,0,Active,210,4387.49,4,Rural,1,216970.22,88379.8
M,56,5291.01,Low,Working,Managers,Semi-Urban,292688.64,921.88,N,Y,2,828.99,0,Active,444,5291.01,1,Rural,1,452786.19,204882.05
F,36,1192.38,Low,Working,Laborers,Rural,38295.85,253.45,N,Y,1,812.34,0,Active,864,1192.38,2,Semi-Urban,1,70336.53,26807.09
F,18,1769.89,Low,Commercial associate,Sales staff,Semi-Urban,41099.61,188.13,N,Y,3,746.68,0,Inactive,973,1769.89,4,Semi-Urban,1,74049.32,28769.73
M,21,2180.09,Low,Working,Accountants,Semi-Urban,112560.35,574.85,N,N,3,818.94,1,Active,971,2180.09,1,Semi-Urban,1,138144.58,78792.24
F,57,2367.26,Low,Working,,Semi-Urban,48543.22,189.25,N,Y,1,682.97,0,Unpossessed,764,2367.26,1,Urban,1,84492.09,0
M,41,1876.67,Low,Working,,Semi-Urban,69495.04,344.27,Y,Y,4,,0,Active,609,1876.67,1,Urban,1,102486.69,48646.53
M,42,1814.27,Low,Working,Drivers,Semi-Urban,22144.59,150.43,Y,Y,2,861.27,0,Active,874,1814.27,1,Urban,1,25947.1,16608.44
F,62,2929.92,Low,Working,Accountants,Rural,85611.4,363.61,N,Y,1,873.96,0,Active,260,2929.92,2,Semi-Urban,1,105842.86,59927.98
F,35,,,Commercial associate,,Rural,106855.69,652.63,N,Y,2,,0,Inactive,342,,1,Urban,1,118986.16,85484.55
F,34,1752.03,Low,Working,Core staff,Rural,118468.51,384.24,N,Y,1,821.2,0,Active,187,,4,Urban,1,217077.52,88851.38
F,50,1728.9,Low,Working,,Semi-Urban,39735.45,207.49,N,Y,1,872.41,0,Unpossessed,98,1728.9,3,Urban,1,51261.25,27814.81
M,34,2430.88,Low,Working,Laborers,Semi-Urban,61522.18,428.18,N,Y,2,824.29,0,Inactive,81,2430.88,2,Rural,1,91818.46,49217.74
F,29,2559.42,Low,Commercial associate,Drivers,Semi-Urban,42446.12,160.08,Y,N,3,640.99,1,Active,170,2559.42,4,Rural,1,72822.94,0
M,61,1880.48,High,Pensioner,,Semi-Urban,93835.61,336.12,N,Y,1,791.72,0,Unpossessed,153,1880.48,3,Semi-Urban,1,124425.15,0
M,18,1437.64,Low,Working,Laborers,Semi-Urban,29789.15,157.03,N,N,2,744.34,0,Active,9,1437.64,4,Rural,1,45687.73,19362.95
F,37,1467.79,Low,Working,Laborers,Rural,75993.99,380.72,N,N,2,611.02,1,Inactive,744,1467.79,4,Semi-Urban,1,126221.34,0
M,26,2585.85,Low,Working,Sales staff,Urban,74078.4,312.34,Y,Y,3,689.75,0,Inactive,360,2585.85,3,Rural,1,132767.6,48150.96
F,65,1037.23,High,Pensioner,,Semi-Urban,57596.28,254.64,N,Y,1,847.23,0,Active,160,1037.23,1,Urban,1,103185.63,43197.21
M,33,1245.64,Low,Working,Core staff,Semi-Urban,110836.35,346.21,N,Y,2,812.18,0,Unpossessed,617,1245.64,4,Semi-Urban,1,193463.72,83127.26
F,24,1836.34,Low,Working,High skill tech staff,Semi-Urban,27092.31,141.44,N,N,1,592.1,0,Unpossessed,834,1836.34,3,Urban,0,47472.11,0
F,25,,Low,Commercial associate,Core staff,Semi-Urban,237895.53,612.97,N,Y,3,728.62,1,Active,764,,1,Urban,1,325687.42,166526.87
F,18,3219.98,Low,Working,Private service staff,Urban,188675.99,722.52,Y,Y,2,814.26,0,Unpossessed,154,3219.98,1,Rural,1,223481.05,0
M,18,2085.14,Low,Working,Laborers,Semi-Urban,77947.55,459.87,N,Y,3,669.06,0,Active,922,2085.14,2,Semi-Urban,1,120529.86,54563.28
M,56,2422.15,Low,Working,Laborers,Semi-Urban,96748.15,429.85,Y,Y,4,808.79,0,Active,655,2422.15,2,Urban,1,141281.32,77398.52
M,61,3051.56,Low,Commercial associate,Core staff,Semi-Urban,216224.17,648.24,N,Y,1,889.24,1,Unpossessed,161,3051.56,2,Semi-Urban,1,332708.59,162168.13
M,18,2785.99,Low,Working,Drivers,Semi-Urban,78781.39,432.08,Y,N,3,691.3,0,Active,961,2785.99,2,Urban,1,106730.19,55146.97
M,53,2205.22,Low,Working,High skill tech staff,Semi-Urban,45650.42,248.17,Y,Y,2,774.83,0,Unpossessed,79,2205.22,2,Semi-Urban,1,80751.66,31955.29
M,61,1513.39,Low,Working,Realty agents,Rural,25982.81,125.59,N,N,1,641.11,0,Unpossessed,84,1513.39,1,Semi-Urban,0,29720.28,0
F,50,3174.77,Low,Commercial associate,High skill tech staff,Semi-Urban,108773.16,1017.62,N,Y,1,806.07,0,Unpossessed,950,3174.77,2,Urban,1,169358.42,81579.87
F,63,3022.96,Low,Working,Sales staff,Semi-Urban,199588.43,620.62,N,Y,2,694.52,0,Active,579,3022.96,2,Semi-Urban,0,318534.06,0
M,51,9795.77,Low,Commercial associate,Managers,Semi-Urban,20811.08,96.61,N,Y,1,625.66,1,Unpossessed,47,9795.77,2,Urban,0,33201.92,0
M,25,1523.25,Low,Commercial associate,Cleaning staff,Semi-Urban,24781.99,226.46,N,Y,2,733.56,0,Active,665,1523.25,2,Urban,1,28095.94,16108.29
M,54,2346.84,Low,State servant,Core staff,Semi-Urban,77107.27,352.47,N,N,3,698.89,0,Unpossessed,97,2346.84,1,Rural,1,129469.79,53975.09
F,20,2700.23,Low,State servant,Medicine staff,Semi-Urban,67654.3,248.43,N,N,4,695.99,0,Active,512,2700.23,2,Semi-Urban,1,98117.8,47358.01
F,18,4025.08,Low,Commercial associate,Managers,Semi-Urban,243162.81,781.68,N,Y,2,824.05,0,Active,130,4025.08,3,Urban,1,360167.17,194530.25
M,57,7739.69,Low,Commercial associate,Managers,Urban,110588.34,1083.09,N,Y,2,725.15,0,Inactive,821,7739.69,4,Rural,1,122892.71,71882.42
F,19,,Low,Working,Laborers,Urban,186358.65,631.5,N,Y,3,687.26,0,Active,103,,4,Semi-Urban,1,217416.66,130451.06
M,39,2631.04,Low,Working,Core staff,Semi-Urban,126364.54,436.43,N,N,,,0,Inactive,857,2631.04,3,Urban,1,156776.19,88455.18
M,50,1910.87,Low,Commercial associate,Laborers,Semi-Urban,97174.35,466.49,Y,Y,1,830.08,0,Active,722,1910.87,1,Semi-Urban,1,119121.96,68022.04
M,29,1403.04,Low,Working,Core staff,Semi-Urban,23625.12,165.94,N,N,3,682.34,0,Inactive,784,1403.04,2,Semi-Urban,1,39170.57,15356.33
M,44,1041.5,Low,Working,Drivers,Semi-Urban,19600.87,92.06,Y,N,1,640.38,0,Active,724,1041.5,3,Urban,1,36710.88,0
M,18,2083.34,Low,Working,High skill tech staff,Semi-Urban,32230.01,208.61,Y,N,1,631.66,1,Unpossessed,986,2083.34,4,Semi-Urban,1,45127.58,0
M,55,3346.18,Low,Working,Managers,Rural,131783.52,744.52,N,Y,1,841.47,0,Unpossessed,805,3346.18,1,Urban,1,173159.38,92248.46
F,18,3402.28,Low,Commercial associate,,Semi-Urban,114871.65,374.73,N,N,2,735.27,0,Inactive,750,3402.28,2,Urban,0,182915.89,0
F,48,1394.69,Low,Working,Drivers,Rural,77374.32,571.15,Y,N,2,685.73,0,Active,254,1394.69,2,Urban,1,131063.04,54162.02
F,36,1484.93,Low,Working,HR staff,Semi-Urban,197554.45,538.93,N,Y,3,776.93,0,Inactive,174,1484.93,4,Urban,0,305403.88,0
M,46,2797.55,Low,Working,Managers,Urban,37719.21,197.9,N,Y,2,819.11,0,Inactive,723,2797.55,2,Rural,1,50388.6,30175.37
F,20,2015.46,Low,Working,Cooking staff,Semi-Urban,157949.56,489.11,N,Y,2,772.26,0,Active,368,2015.46,4,Semi-Urban,1,264999.76,110564.69
M,48,2742.25,Low,Commercial associate,Drivers,Semi-Urban,81300.12,527.31,Y,N,2,606.86,1,Inactive,885,2742.25,2,Semi-Urban,1,138276.13,0
M,44,2102.47,Low,Commercial associate,Managers,Semi-Urban,66402.6,295.92,Y,Y,1,746.27,0,Active,966,2102.47,3,Rural,1,90180.59,43161.69
F,39,2446.27,,Commercial associate,Laborers,Semi-Urban,101680.08,440.61,Y,Y,2,762.13,0,Inactive,133,2446.27,2,Semi-Urban,1,177493.77,81344.06
M,64,1961.71,Low,Working,Cooking staff,Semi-Urban,26525.74,129.59,N,Y,6,672.01,0,Active,336,1961.71,1,Semi-Urban,1,37138.89,0
M,29,2011.69,Low,Working,Medicine staff,Semi-Urban,104854.61,775.24,N,N,2,668.91,0,Active,956,2011.69,2,Semi-Urban,1,182240.22,73398.23
F,21,1896.14,Low,Working,Laborers,Semi-Urban,78035.97,504.95,N,N,,605.95,0,Unpossessed,981,1896.14,4,Semi-Urban,1,91024.65,0
F,21,1598.73,Low,Commercial associate,Sales staff,Semi-Urban,60723.19,230.83,N,N,2,691.82,0,Active,444,1598.73,1,Rural,1,79410.6,42506.23
M,47,1433.72,Low,Working,Waiters/barmen staff,Semi-Urban,74107.21,287.92,N,Y,2,803.98,0,Active,901,1433.72,1,Urban,0,106893.83,0
M,18,1209.09,,Working,,Semi-Urban,52771.95,239.29,N,N,1,678.11,0,Inactive,669,1209.09,4,Rural,1,80880.65,34301.77
F,19,5545.69,Low,Commercial associate,,Urban,82834.37,514.54,N,N,1,753.87,0,Inactive,622,5545.69,3,Semi-Urban,1,146789.5,62125.78
F,48,,Low,Commercial associate,Laborers,Semi-Urban,136405.42,446.35,Y,Y,2,822.08,0,Active,450,,3,Semi-Urban,1,213998.65,109124.34
M,63,,Low,Commercial associate,Laborers,Rural,59000.32,301.56,N,Y,3,715.83,0,Unpossessed,666,,4,Rural,1,95184.19,41300.22
M,43,1681.55,Low,Commercial associate,Laborers,Rural,17632.74,185.22,Y,Y,,643.77,0,Active,408,1681.55,1,Urban,1,20529.61,0
F,18,11244.85,Low,Working,,Semi-Urban,207882.97,715.59,Y,Y,2,691.29,0,Inactive,769,11244.85,2,Urban,1,375536.12,145518.08
M,56,1519.94,Low,Commercial associate,Core staff,Semi-Urban,131357.66,528.56,N,Y,2,658.57,0,Unpossessed,149,1519.94,2,Urban,1,188398.02,91950.36
F,46,1901.89,Low,Working,Core staff,Semi-Urban,48126.67,254.56,N,Y,1,720.05,0,Active,435,1901.89,2,Rural,1,68681.77,31282.34
M,38,,Low,Commercial associate,Sales staff,Semi-Urban,36852.06,198.67,Y,Y,2,662.86,1,Unpossessed,75,,2,Urban,1,60180.87,25796.44
M,18,3717.63,Low,Commercial associate,,Semi-Urban,93989.19,529.53,Y,Y,2,865.91,1,,332,3717.63,3,Semi-Urban,1,128792.84,84590.27
F,60,3726.42,Low,Commercial associate,Laborers,Semi-Urban,209206.61,506,N,Y,2,844.49,0,Inactive,703,3726.42,1,Semi-Urban,1,290608.4,0
F,47,,Low,Working,Private service staff,Semi-Urban,38244.24,309.54,Y,N,,699.77,0,Unpossessed,657,,3,Semi-Urban,1,45592.74,24858.76
M,34,13199.03,Low,Commercial associate,Managers,Urban,167114.68,617.84,Y,Y,5,782.31,0,Active,983,13199.03,3,Semi-Urban,1,185048.49,125336.01
F,34,2671.94,Low,Commercial associate,Sales staff,Semi-Urban,94800.6,257.16,N,N,3,700.39,0,Unpossessed,138,2671.94,2,Rural,1,135973.99,61620.39
M,38,,Low,Working,Sales staff,Semi-Urban,92707.96,505.79,Y,Y,2,742.79,0,Active,646,,4,Semi-Urban,1,111288.65,64895.57
F,50,2718.9,,Working,Laborers,Semi-Urban,78483.15,408.84,Y,Y,1,647.01,0,Active,532,2718.9,3,Rural,1,102528.3,0
M,48,,,Commercial associate,,Semi-Urban,27865.72,136.99,Y,Y,,757.08,0,Unpossessed,112,,1,Rural,1,35428.4,22292.58
M,18,1739.36,Low,Working,High skill tech staff,Urban,38230.57,189.01,N,N,2,700.05,0,Inactive,771,1739.36,3,Rural,1,60412.92,24849.87
M,56,1430.18,Low,Working,Core staff,Rural,148642.97,451.23,N,Y,,,0,Active,353,1430.18,4,Urban,1,268676.55,96617.93
F,62,,Low,Working,Laborers,Semi-Urban,77149.64,547.98,N,N,2,754.89,0,Inactive,875,,2,Semi-Urban,1,144920.79,61719.71
F,18,2124.93,Low,Working,Laborers,Rural,143647.6,1289.46,Y,Y,2,660.33,0,Unpossessed,32,2124.93,1,Rural,1,268234.89,93370.94
F,60,,Low,Working,High skill tech staff,Semi-Urban,28061.65,125.18,Y,Y,2,,0,Inactive,87,,1,Semi-Urban,1,34378.44,0
F,22,4594.78,Low,Commercial associate,Drivers,Urban,28482.52,290.27,Y,Y,4,655.77,0,Active,730,4594.78,1,Semi-Urban,1,46562.77,18513.64
M,52,,Low,Commercial associate,Medicine staff,Semi-Urban,288415.79,982.07,N,Y,2,824.14,0,Inactive,203,,1,Semi-Urban,1,358497.58,230732.63
F,45,1009.57,Low,Working,,Semi-Urban,36840.41,336.25,N,Y,2,811.03,0,Active,92,1009.57,4,Rural,1,45018.17,27630.31
M,28,3296.19,Low,Working,,Semi-Urban,113498.56,351.03,N,Y,3,641.38,1,Active,826,3296.19,4,Semi-Urban,0,184950.1,0
